microsecond,acSX,acSY,acSZ,accX,accY,accZ,angX,angY,angZ,score
96,1.004,0.082,-0.082,0,0,0,134.841,-83.452,-19.731,3
168,1.007,-0.01,-0.222,0,-0.061,0.061,-177.259,-77.651,-125.046,3
201,1.003,0.081,-0.081,0,0,0,134.852,-83.452,-19.742,3
289,1.007,-0.01,-0.219,0,-0.061,0.122,-177.259,-77.646,-125.035,3
301,1.003,0.083,-0.083,0,0,0,134.857,-83.452,-19.748,3
379,1.005,-0.012,-0.221,0,0,0,-177.253,-77.646,-125.03,3
411,1.002,0.079,-0.082,0,0,0,134.879,-83.452,-19.764,3
484,1.008,-0.008,-0.22,0,0.122,0,-177.242,-77.646,-125.024,3
515,1.004,0.083,-0.082,0,0,0,134.874,-83.452,-19.759,3
588,1.008,-0.008,-0.221,-0.061,0,-0.122,-177.253,-77.646,-125.008,3
599,1.003,0.081,-0.081,0,0,0,134.879,-83.458,-19.759,3
680,1.006,-0.014,-0.221,0,0,0,-177.259,-77.646,-124.997,3
697,1.004,0.081,-0.081,0,0,0,134.896,-83.458,-19.775,3
783,1.007,-0.011,-0.22,0,-0.061,0.244,-177.253,-77.646,-124.997,3
797,1.003,0.079,-0.081,0,0,0,134.907,-83.458,-19.786,3
882,1.007,-0.008,-0.221,0,0.061,0.061,-177.253,-77.651,-124.997,3
892,1.004,0.082,-0.082,0,0,0,134.923,-83.458,-19.797,3
979,1.007,-0.006,-0.219,-0.061,0,-0.061,-177.253,-77.646,-124.98,3
993,1.002,0.078,-0.082,0,0,0,134.945,-83.458,-19.819,3
1084,1.006,-0.006,-0.221,0,0,-0.122,-177.253,-77.651,-124.98,3
1092,1.004,0.082,-0.083,0,0,0,134.945,-83.463,-19.819,3
1189,1.005,-0.011,-0.223,0,0.122,-0.305,-177.264,-77.651,-124.964,3
1203,1.005,0.083,-0.081,0,0,0,134.967,-83.463,-19.841,3
1282,1.004,0.08,-0.082,0,0,0,134.978,-83.463,-19.847,3
1293,1.007,-0.015,-0.22,0,0.061,-0.244,-177.281,-77.646,-124.948,3
1384,1.006,-0.015,-0.221,0,0,0,-177.27,-77.646,-124.964,3
1395,1.003,0.082,-0.081,0,0,0,134.973,-83.463,-19.841,3
1491,1.003,0.08,-0.08,0,0,0,134.978,-83.469,-19.847,3
1509,1.006,-0.012,-0.221,0,0.122,0.183,-177.259,-77.646,-124.997,3
1592,1.005,-0.011,-0.222,0,0,0,-177.264,-77.646,-124.997,3
